Unnamed: 0,userName,content,score,thumbsUpCount,at,replyContent,repliedAt,appVersion,App,emojis_gpt,pos_ux_gpt,neg_ux_gpt,pos_ppl_gpt,neg_ppl_gpt,price_gpt,fraud_gpt,ban_gpt,pos_sent_gpt,neg_sent_gpt,content_word_count
210,Judith Lam,"Don't Pay for Membership! Not worth it! Thieves! Policy said that if you upgrade from Gold to Platinum, you would get a refund of the difference - didn't happen. Told me to contact Google - no help there either. Don't trust anything this app states as they don't back their policies. Also, 80% of the profiles are fakes or scammers so there's no real validation of users. The paid features aren't even worth the price, it's so limited as what you can do. Replies to reviews are just for show. Sucks!",1,19,2025-02-05 15:11:25,We're so sorry to hear you didn't get your refund back from Google. Please reach out to us with details at support@weareher.com so we can help. Talk soon!,2025-02-04 00:05:50,3.26.0,Her,0,0,1,0,1,1,1,0,0,1,91
211,oli wood,"terrible app, i got banned for a community guidelines violation i didnt violate and they never got back to me after requesting identification to get my account unlocked, dont bother",1,0,2025-02-11 22:32:20,"We understand your frustration. Take a look at our article on suspensions (https://her.freshdesk.com/en/support/solutions/articles/12000010611-my-profile-is-suspended-) and get in touch with us. Talk soon!
",2025-02-16 23:43:59,,Her,0,0,1,0,1,0,0,1,0,1,30
212,Han Zhang,"This app has a nefarious tactic to get users to pay. You can get into their exclusive club if you pay. But then that means the people in the club are not the intelligent successful people, but desperate fools. So this app by the way it's designed, can only take your money, not give you what it advertises, an elite club of people.",1,2,2024-03-30 15:58:32,"Hello Han - thank you for your review. All Memberships and in-app purchases are completely optional. Guest users can Vote, Match, and Chat for free once approved from the Waitlist. If you have any additional feedback, questions, or concerns please email support@theleague.com. Thank you!",2024-04-02 16:06:47,1.111.0,League,0,0,0,0,0,1,0,0,0,1,63
213,As Kumar Sahu,"Device ban, ban number, Matching nhi hota, 2 din koi matching nhi, msg bhi nhi kr skte ( need location access, don't install in future) don't buy 24 hours unlimited likes, i buy but it doesn't work it seem it's fake, all profile all bot amd fake, because all name start from one latter. Device ban ,",1,0,2025-03-07 08:07:25,"Sorry to hear that, Kumar. Fake profiles aren’t allowed in the Hive, so please report any suspicious accounts for immediate investigation. While subscriptions enhance your experience, results may vary. If you'd like to check your profile is working correctly, please reach out to our Support Team here: bumble.com/contact. 💛",2025-03-08 03:59:10,5.388.0,Bumble,0,0,1,0,1,1,1,1,0,1,57
214,Doreen LaBella,No one is living near me!,2,1,2023-10-02 00:46:25,"Dear user, thank you for your review and we are sorry to hear this. You can proactively filter locations through DISCOVER to match the distance you desire. If you have any suggestions on how to improve our product, please feel free to reach us at support@seniormatch.com.Thank you.",2023-10-02 06:59:04,8.0.8,Senior_Match,0,0,0,0,0,0,0,0,0,1,6
215,Nelson V Rivera,Even you pay full price the system lack on filters 9 on 10 profiles really ugly or out of the supposed filter you pick . Nice the efforts but no thanks.,2,0,2024-12-05 11:30:14,,,24.07.00,Ourtime,0,0,1,0,0,1,0,0,0,1,31
216,Andre,Has potential to be better,4,0,2024-07-29 14:23:09,"Thanks for your comments—we'd love to chat with you directly! You can launch SCRUFF and tap the Account icon (top menu bar), then select ""Contact SCRUFF Support"" in Settings. You can also visit support.scruff.com and submit a request.",2024-07-31 15:30:01,7.28.0,Scruff,0,0,0,0,0,0,0,0,0,1,5
217,Heather Kichner,"The choices are not even poor; they are revolting. As per usual, you have to pay to get anywhere. I will cancel after my month is up or may even try to get a refund. Terrible and not worth doing even if free.",1,23,2022-10-02 20:50:52,"Dear user, thanks for reaching out to us. In fact, we have some free features such as spark, unlimited replies to messages, moment, etc. If you have any questions, you can send your request to support@seniormatch.com and include the email.
",2022-10-08 02:29:50,7.3.7,Senior_Match,0,0,0,0,0,1,0,0,0,1,43
218,Patrick A,expensive and outdated in term of functionality,2,0,2023-03-31 01:46:14,"Hi Patrick, We've passed your comments on to the appropriate department for review. Thank you for sharing your feedback!",2023-04-12 20:51:19,4.5.6,JSwipe,0,0,0,0,0,1,0,0,0,1,7
219,Cole Harris,"Swiping was unlimited and free now they are being greedy and charging a premium. If it's that hard to make money of the app stop being dumb and add an ad every 20 swipes to monetize and make money. The current system is simply greedy and lacks common sense. They changed it back to unlimited then back to limited and now want 14.99 for ""Mormon Tinder"" to see matches and no swipe limit. They aren't promoting people having good dates or being married this is their cash cow that they are milking",1,11,2023-07-28 18:24:40,"We believe this change along with the addition of unlimited free pre-match messages will promote a better environment for everybody. Swipe limits have proven to slow things down a little and promote intentional dating. Take time during the downtime to make your profile more meaningful, and spend time with the people you are connecting with.",2022-04-10 14:32:50,1.61.4.5,Mutual,0,0,0,0,0,1,0,0,0,1,92
220,Adrianna Tadriff,I love the zoe app,1,0,2024-09-12 18:49:00,"Hi Adrianna, we are happy you like our app! However, you only gave us 1 star, which is the worst rating. Did you mean to give us a different rating? Or is there anything we can do to improve your experience in the app?",2024-09-15 17:11:53,3.21.3,Zoe,0,0,0,1,0,0,0,0,1,0,5
221,Lizard,Very complicated to set up. Frustrating to use. Not worth the stress and hassle,1,0,2025-02-27 05:45:03,,,,Hinge,0,0,1,0,0,0,0,0,0,1,14
222,A J,"I am really surprised, I just started to reuse the app after two years and just paid the gold subscription and started to update my Data, suddenly I got permanently blocked. I swear I have not violated any rules. This is really disappointing. Not having a last seen status, makes this app a waste of time, effort and money searching for zombies and dead profiles.",1,24,2025-01-29 20:15:28,"Salam,

Thank you for your review.
We are sorry to hear about your experience on the app.
We welcome all feedback as we are always looking to improve our service - feel free to send us any suggestions at hello@muzz.com.
Wishing you all the best with your search.
Please let us know if you need further assistance.
Thank you",2022-10-07 16:00:47,8.36.0a,Muzz,0,0,1,0,1,1,0,1,0,1,65
223,Dan Lueking,Filters don't work and you will spend a third of your time blocking them vs actually meeting those you ask for. Customer support literally took 5 days for a password reset issue. There are bound to be better apps out there.,2,1,2024-12-28 16:44:56,,,24.07.00,Ourtime,0,0,1,0,1,0,0,0,0,1,41
224,Jamey Nelson,It appears you can't do anything unless you pay weekly. Do not have a use for this as I'm not paying weekly.,1,0,2025-02-22 23:12:49,"Thank you for your review. Taimi includes both free features and premium options to enhance your experience. Core features such as Discovery, Like, and Match are free. For more tips, contact support@taimi.com. Your Taimi Team 🌈",2025-02-22 23:30:12,5.1.342,Taimi,0,0,0,0,0,1,0,0,0,1,22
225,jimmy,Awesome,5,0,2024-07-03 20:36:19,,,8.7.6,Millionaire Match,0,0,0,0,0,0,0,0,1,0,1
226,Elem Glory,Nice 👍,3,0,2025-03-07 09:20:22,,,16.2.1,Tinder,1,0,0,0,0,0,0,0,1,0,2
227,Atom Hardner,Fun,5,0,2025-02-16 03:28:47,Thanks for your kind rating! We're thrilled to hear you're having fun on Taimi. Your Taimi Team 🌈,2025-02-16 03:30:12,5.1.342,Taimi,0,0,0,0,0,0,0,0,1,0,1
228,kissor slap,"everytime I try to log in, it says "" something went wrong. please try again later"" can you please fix this? and even my location says retrying everytime I refresh",1,0,2025-03-07 12:09:59,"¡Hola kissor slap! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-08 00:18:28,,Grindr,0,0,1,0,0,0,0,0,0,1,30
229,Sego Less,it works wonderfully 😗,5,0,2025-01-04 19:09:11,How great to hear! Thanks for sharing the feedback and have an amazing day. :),2025-01-05 23:54:27,3.25.2,Her,1,0,0,0,0,0,0,0,1,0,4
230,Prudence,I've been blocked from this app. I dont know why 🤔,1,0,2025-02-09 16:40:09,"We're sorry to hear you were having trouble registering with us. Please send our team the information you were trying to use when signing up on support@weareher.com. We'll get back to you soon!
",2025-02-09 22:54:49,3.26.0,Her,1,0,0,0,1,0,0,1,0,1,11
231,Jack Waismann,"The app is literally broken. Account gets deleted every 2 weeks even with driver's license verification and school verification. Supports response is the appeal center but I am not getting banned so I can not access it. Get to send infinite likes without a subscription with the heart down. Run out of people, close the app and reopen it to get more. Get hardly any people when making the account, but across the two weeks Tinder shows more and more of the less popular people that it did not show.",1,0,2025-03-08 12:09:59,,,16.2.1,Tinder,0,0,1,0,0,0,0,1,0,1,90
232,shalom davies,They never reply to your emails when you email them for support or questions. I purchased a luxy black membership.And it's still does not let me read my messages or send messages.,1,2,2023-06-14 13:21:22,"Hi, thanks for using Luxy! I apologize for any inconvenience this has caused. I'd like to assure you that we take all user feedback seriously and strive to provide the best possible support to our users. Regarding your issue, please contact us at support@onluxy.com with your account details so that we can assist you further.",2023-06-15 06:38:34,6.14.10,Luxy,0,0,1,0,0,1,0,0,0,1,32
233,Eunice Ng,The distance with other users seem very wrong. other state/country user the distance show few km/miles away when chat with user only realize their from different state/country which is far away. Dislike the chats is auto hidden after 7days inactive as hard to check back who we have communicate before. Always have to restart gadget as keep loading when view new msg coming in.,1,6,2025-01-02 07:07:49,"We are so sorry to hear that you didn't enjoy the update, Eunice :( Please feel free to let us know what we can do to improve your experience on the app. Send us a message at support@weareher.com",2024-12-15 22:15:46,3.25.2,Her,0,0,1,0,1,0,0,0,0,1,64
234,marzZa eRRy,Trash,1,0,2025-01-21 15:09:21,"Salam,

We're sorry to hear about your experience.

If you would like to share any suggestions on how we can improve our service, please email us at feedback@muzz.com.

Thank you.",2025-03-06 14:18:17,,Muzz,0,0,0,0,1,0,0,0,0,1,1
235,Rahul_Krishna 8029,Every negative review that has been written about this app is true and your mental state will detoriate,1,0,2025-03-07 01:48:38,Hi Rahul! We're sorry to hear you're not enjoying the app. Our support team would appreciate the opportunity to improve your experience. Please get in touch with us on social media (@BumbleSupport). We certainly don't want you to feel this way. Taking a break can always be a great way to step away and recharge before you get back up and buzzing. 💛,2025-03-07 02:26:52,5.407.0,Bumble,0,0,0,0,1,0,0,0,0,1,18
236,Elsie Rodriguez,Happy out going,5,0,2025-02-06 00:53:39,Thank you for your kind rating! We're thrilled to hear that you're enjoying your time on Taimi. Your Taimi Team 🌈,2025-02-06 01:00:27,5.1.330,Taimi,0,0,0,0,0,0,0,0,1,0,3
237,Itz Junooz,"I cant login, the code didn't send to my message",4,0,2023-12-08 09:27:24,,,1.65.3.5,Mutual,0,0,1,0,0,0,0,0,0,1,10
238,alabi moses,Sweet,5,0,2021-11-21 00:15:49,"Hi Alabi, Thanks for your review! Please reach out to us at hello@jswipe.me if you have any questions.",2021-11-24 19:07:27,4.4.1,JSwipe,0,0,0,0,0,0,0,0,1,0,1
239,Inga Pinga,"The idea behind the app is good but the app keeps crashing and I can't access anything anymore. Reinstalling the app only results in being unable to log in. Also the link to report an issue does not work. Please fix this asap, the app is not usable like this",3,0,2025-01-12 19:32:19,"So sorry to hear this! We'd love to get this sorted for you, Inga. Please send us a note at support@weareher.com with details",2025-01-12 20:53:22,3.25.2,Her,0,0,1,0,0,0,0,0,0,1,50
240,Induj J senan,super👍,5,0,2025-03-04 16:13:16,Thanks. 💛 It's so great to know that you're enjoying our app.,2025-03-05 01:24:28,5.407.0,Bumble,1,0,0,0,0,0,0,0,1,0,1
241,Holiday B,I haven't really got many matches but that's just a me problem but when I do every one has been very nice definitely a better experience than most apps. They give you allot of free likes and messages are always free.,3,0,2025-02-03 14:39:50,Thank you for your feedback :) It makes us smile to know that you are connecting with people and enjoying the community.,2025-02-04 00:02:24,3.26.0,Her,0,1,0,1,0,0,0,0,1,0,41
242,Jim Stevens,"It normally works pretty ok, and really it's ok at best. Now that I have my S24, it doesn't load at all.",3,0,2024-02-09 12:59:45,,,5.3.4,Christian_Mingle,0,0,1,0,0,0,0,0,0,1,22
243,Dave Langshaw,"LITERALLY THE WORST APP I'VE EVER USED!!! Poorly designed, unstable and bugs-out daily. Been this way for years but they clearly just don't care. The ads always work though!",1,12,2025-03-07 23:10:50,"¡Hola Dave Langshaw! Gracias por ponerte en contacto con nosotros. Visita grindr.me/supportform para compartir más detalles o, en tu aplicación Grindr, accede a Configuración > Ayuda > Ponerse en contacto para obtener asistencia directa. Gracias por formar parte de la comunidad Grindr.",2025-03-09 00:19:34,25.2.0,Grindr,0,0,1,0,0,0,0,0,0,1,29
244,bruce chew,99% of the profiles are fake... nobody is ever online,1,0,2024-11-24 15:51:31,,,24.05.00,Ourtime,0,0,0,0,1,0,1,0,0,1,10
245,Montee Denard,Interested.,5,0,2025-02-08 00:05:36,Thank you for your interest! We hope you have a great time exploring Taimi. Your Taimi Team 🌈,2025-02-08 00:10:14,5.1.338,Taimi,0,0,0,0,0,0,0,0,1,1,1
246,Velisetti Satish,Good,5,0,2025-03-07 06:51:52,,,25.2.0,Grindr,0,0,0,0,0,0,0,0,1,0,1
